Latitude (decimal degrees):	6.160
Longitude (decimal degrees):	-75.580
Elevation (m):	1618
Radiation database:	PVGIS-ERA5


Slope: 90 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230628:0130,0.0,0.0,0.0,0.0,15.43,0.48,0.0
20230628:0230,0.0,0.0,0.0,0.0,14.68,0.62,0.0
20230628:0330,0.0,0.0,0.0,0.0,14.14,0.76,0.0
20230628:0430,0.0,0.0,0.0,0.0,13.91,0.76,0.0
20230628:0530,0.0,0.0,0.0,0.0,13.65,0.69,0.0
20230628:0630,0.0,0.0,0.0,0.0,13.58,0.69,0.0
20230628:0730,0.0,0.0,0.0,0.0,13.1,1.1,0.0
20230628:0830,0.0,0.0,0.0,0.0,12.5,1.03,0.0
20230628:0930,0.0,0.0,0.0,0.0,12.67,0.97,0.0
20230628:1030,0.0,0.0,0.0,-5.61,12.73,0.97,0.0
20230628:1130,0.0,13.14,3.69,8.08,12.86,0.9,0.0
20230628:1230,0.0,54.33,15.26,21.85,13.59,0.83,0.0
20230628:1330,0.0,60.25,16.92,35.55,15.22,0.62,0.0
20230628:1430,0.0,72.96,20.49,48.92,16.95,0.62,0.0
20230628:1530,0.0,75.53,21.21,61.38,19.06,0.76,0.0
20230628:1630,0.0,87.63,24.61,70.88,20.8,0.97,0.0
20230628:1730,0.0,64.86,18.22,71.88,21.27,0.9,0.0
20230628:1830,0.0,59.08,16.59,63.39,21.89,0.97,0.0
20230628:1930,0.0,48.04,13.49,51.23,21.99,1.1,0.0
20230628:2030,0.0,45.89,12.89,37.96,21.54,1.03,0.0
20230628:2130,0.0,34.18,9.6,24.29,20.53,0.76,0.0
20230628:2230,0.0,18.0,5.05,10.52,19.43,0.83,0.0
20230628:2330,0.0,0.0,0.0,-3.19,18.24,0.9,0.0
20230629:0030,0.0,0.0,0.0,0.0,17.19,0.9,0.0
20230629:0130,0.0,0.0,0.0,0.0,15.84,0.55,0.0
20230629:0230,0.0,0.0,0.0,0.0,15.02,0.69,0.0
20230629:0330,0.0,0.0,0.0,0.0,14.6,0.83,0.0
20230629:0430,0.0,0.0,0.0,0.0,13.99,0.9,0.0
20230629:0530,0.0,0.0,0.0,0.0,13.93,0.83,0.0
20230629:0630,0.0,0.0,0.0,0.0,14.08,1.17,0.0
20230629:0730,0.0,0.0,0.0,0.0,13.77,1.03,0.0
20230629:0830,0.0,0.0,0.0,0.0,13.13,1.1,0.0
20230629:0930,0.0,0.0,0.0,0.0,12.51,1.17,0.0
20230629:1030,0.0,0.0,0.0,-5.66,12.26,1.1,0.0
20230629:1130,0.0,13.92,3.91,8.03,11.76,0.83,0.0
20230629:1230,0.0,35.78,10.05,21.81,12.87,0.69,0.0
20230629:1330,0.0,39.59,11.12,35.51,15.59,0.69,0.0
20230629:1430,0.0,39.85,11.19,48.9,18.34,0.76,0.0
20230629:1530,0.0,54.31,15.26,61.37,20.35,0.9,0.0
20230629:1630,0.0,56.3,15.81,70.9,21.76,1.03,0.0
20230629:1730,0.0,48.99,13.76,71.94,22.86,1.17,0.0
20230629:1830,0.0,55.07,15.47,63.45,23.35,1.31,0.0
20230629:1930,0.0,57.35,16.11,51.29,22.64,1.24,0.0
20230629:2030,0.0,48.59,13.65,38.01,22.54,0.9,0.0
20230629:2130,0.0,34.91,9.81,24.34,21.63,0.76,0.0
20230629:2230,0.0,20.49,5.75,10.57,20.59,0.69,0.0
20230629:2330,0.0,0.0,0.0,-3.16,19.27,1.1,0.0
20230630:0030,0.0,0.0,0.0,0.0,17.84,0.97,0.0
20230630:0130,0.0,0.0,0.0,0.0,16.38,1.03,0.0
20230630:0230,0.0,0.0,0.0,0.0,15.34,0.9,0.0
20230630:0330,0.0,0.0,0.0,0.0,14.37,0.97,0.0
20230630:0430,0.0,0.0,0.0,0.0,13.51,1.1,0.0
20230630:0530,0.0,0.0,0.0,0.0,13.16,1.1,0.0
20230630:0630,0.0,0.0,0.0,0.0,12.59,1.03,0.0
20230630:0730,0.0,0.0,0.0,0.0,12.18,1.1,0.0
20230630:0830,0.0,0.0,0.0,0.0,11.57,1.17,0.0
20230630:0930,0.0,0.0,0.0,0.0,11.03,1.17,0.0
20230630:1030,0.0,0.0,0.0,-5.72,10.51,1.24,0.0
20230630:1130,0.0,16.68,4.68,7.98,10.2,1.24,0.0
20230630:1230,0.0,43.52,12.22,21.77,12.97,0.97,0.0
20230630:1330,0.0,68.01,19.11,35.48,15.63,0.9,0.0
20230630:1430,0.0,100.16,28.14,48.87,17.48,0.69,0.0
20230630:1530,0.0,116.97,32.85,61.36,19.3,0.76,0.0
20230630:1630,0.0,122.16,34.31,70.93,20.9,1.1,0.0
20230630:1730,0.0,132.5,37.22,72.01,21.76,1.31,0.0
20230630:1830,0.0,94.91,26.66,63.52,22.29,1.1,0.0
20230630:1930,0.0,89.75,25.21,51.35,23.12,1.17,0.0
20230630:2030,0.0,71.73,20.15,38.06,21.46,0.9,0.0
20230630:2130,0.0,52.03,14.61,24.39,20.57,0.69,0.0
20230630:2230,0.0,22.48,6.32,10.61,19.81,0.83,0.0
20230630:2330,0.0,0.0,0.0,-3.12,18.68,0.83,0.0
20230701:0030,0.0,0.0,0.0,0.0,17.49,1.03,0.0
20230701:0130,0.0,0.0,0.0,0.0,16.65,1.1,0.0
20230701:0230,0.0,0.0,0.0,0.0,15.96,1.24,0.0
20230701:0330,0.0,0.0,0.0,0.0,15.43,1.45,0.0
20230701:0430,0.0,0.0,0.0,0.0,14.76,1.45,0.0
20230701:0530,0.0,0.0,0.0,0.0,14.04,1.38,0.0
20230701:0630,0.0,0.0,0.0,0.0,13.28,1.38,0.0
20230701:0730,0.0,0.0,0.0,0.0,12.87,1.24,0.0
20230701:0830,0.0,0.0,0.0,0.0,12.25,1.17,0.0
20230701:0930,0.0,0.0,0.0,0.0,11.79,1.24,0.0
20230701:1030,0.0,0.0,0.0,-5.77,11.41,1.17,0.0
20230701:1130,0.0,13.97,3.92,7.94,11.21,0.97,0.0
20230701:1230,0.0,39.61,11.12,21.72,12.79,0.55,0.0
20230701:1330,0.0,59.7,16.77,35.44,15.94,0.34,0.0
20230701:1430,0.0,51.94,14.59,48.85,18.48,0.48,0.0
20230701:1530,0.0,63.69,17.89,61.36,20.17,0.76,0.0
20230701:1630,0.0,74.14,20.82,70.97,21.44,0.83,0.0
20230701:1730,0.0,76.58,21.51,72.08,22.34,0.97,0.0
20230701:1830,0.0,49.36,13.86,63.6,22.92,0.97,0.0
20230701:1930,0.0,40.66,11.42,51.42,22.95,1.17,0.0
20230701:2030,0.0,40.34,11.33,38.12,22.64,1.17,0.0
20230701:2130,0.0,35.39,9.94,24.44,21.27,1.1,0.0
20230701:2230,0.0,19.35,5.43,10.65,20.01,0.97,0.0
20230701:2330,0.0,0.0,0.0,-3.08,18.78,0.55,0.0
20230702:0030,0.0,0.0,0.0,0.0,17.38,0.76,0.0
20230702:0130,0.0,0.0,0.0,0.0,16.45,0.83,0.0
20230702:0230,0.0,0.0,0.0,0.0,15.55,1.03,0.0
20230702:0330,0.0,0.0,0.0,0.0,14.69,1.1,0.0
20230702:0430,0.0,0.0,0.0,0.0,13.93,1.1,0.0
20230702:0530,0.0,0.0,0.0,0.0,13.28,1.1,0.0
20230702:0630,0.0,0.0,0.0,0.0,12.55,0.97,0.0
20230702:0730,0.0,0.0,0.0,0.0,12.28,0.97,0.0
20230702:0830,0.0,0.0,0.0,0.0,12.34,1.03,0.0
20230702:0930,0.0,0.0,0.0,0.0,12.11,1.1,0.0
20230702:1030,0.0,0.0,0.0,-5.83,12.41,0.97,0.0
20230702:1130,0.0,15.81,4.44,7.89,12.46,1.03,0.0
20230702:1230,0.0,44.46,12.49,21.68,13.46,1.24,0.0
20230702:1330,0.0,49.52,13.91,35.41,15.28,0.83,0.0
20230702:1430,0.0,33.43,9.39,48.83,17.48,0.76,0.0
20230702:1530,0.0,34.6,9.72,61.36,19.33,0.69,0.0
20230702:1630,0.0,35.35,9.93,71.01,21.05,0.83,0.0
20230702:1730,0.0,41.31,11.61,72.16,21.91,1.17,0.0
20230702:1830,0.0,56.52,15.87,63.67,22.32,1.03,0.0
20230702:1930,0.0,65.63,18.44,51.48,21.22,0.9,0.0
20230702:2030,0.0,46.48,13.06,38.18,20.29,1.1,0.0
20230702:2130,0.0,39.52,11.1,24.49,19.23,0.55,0.0
20230702:2230,0.0,20.38,5.72,10.69,18.24,0.28,0.0
20230702:2330,0.0,0.0,0.0,-3.05,17.08,0.21,0.0
20230703:0030,0.0,0.0,0.0,0.0,16.23,0.14,0.0
20230703:0130,0.0,0.0,0.0,0.0,15.71,0.21,0.0
20230703:0230,0.0,0.0,0.0,0.0,15.32,0.28,0.0
20230703:0330,0.0,0.0,0.0,0.0,15.16,0.14,0.0
20230703:0430,0.0,0.0,0.0,0.0,14.63,0.14,0.0
20230703:0530,0.0,0.0,0.0,0.0,14.19,0.21,0.0
20230703:0630,0.0,0.0,0.0,0.0,13.8,0.28,0.0
20230703:0730,0.0,0.0,0.0,0.0,13.64,0.48,0.0
20230703:0830,0.0,0.0,0.0,0.0,13.21,0.48,0.0
20230703:0930,0.0,0.0,0.0,0.0,13.06,0.55,0.0
20230703:1030,0.0,0.0,0.0,-5.88,13.1,0.48,0.0
20230703:1130,0.0,11.57,3.25,7.84,13.35,0.62,0.0
20230703:1230,0.0,37.42,10.51,21.64,14.39,0.48,0.0
20230703:1330,0.0,62.12,17.45,35.38,15.79,0.55,0.0
20230703:1430,0.0,79.44,22.31,48.81,17.1,0.48,0.0
20230703:1530,0.0,86.97,24.43,61.36,18.64,0.48,0.0
20230703:1630,0.0,81.92,23.01,71.05,19.6,0.55,0.0
20230703:1730,0.0,79.23,22.26,72.25,20.23,0.62,0.0
20230703:1830,0.0,104.49,29.35,63.75,20.01,0.62,0.0
20230703:1930,0.0,86.65,24.34,51.55,20.02,0.14,0.0
20230703:2030,0.0,67.77,19.04,38.23,19.35,0.41,0.0
20230703:2130,0.0,46.37,13.02,24.54,18.25,0.48,0.0
20230703:2230,0.0,18.01,5.06,10.73,16.94,0.41,0.0
20230703:2330,0.0,0.0,0.0,-3.02,15.81,0.28,0.0
20230704:0030,0.0,0.0,0.0,0.0,15.12,0.14,0.0
20230704:0130,0.0,0.0,0.0,0.0,14.77,0.0,0.0
20230704:0230,0.0,0.0,0.0,0.0,14.45,0.21,0.0
20230704:0330,0.0,0.0,0.0,0.0,14.06,0.48,0.0
20230704:0430,0.0,0.0,0.0,0.0,14.05,0.62,0.0
20230704:0530,0.0,0.0,0.0,0.0,14.03,0.55,0.0
20230704:0630,0.0,0.0,0.0,0.0,13.92,0.62,0.0
20230704:0730,0.0,0.0,0.0,0.0,13.84,0.55,0.0
20230704:0830,0.0,0.0,0.0,0.0,13.71,0.55,0.0
20230704:0930,0.0,0.0,0.0,0.0,13.53,0.69,0.0
20230704:1030,0.0,0.0,0.0,-5.94,13.01,0.62,0.0
20230704:1130,0.0,13.24,3.72,7.79,12.56,0.62,0.0
20230704:1230,0.0,48.36,13.59,21.61,13.74,0.62,0.0
20230704:1330,0.0,59.83,16.81,35.35,15.21,0.55,0.0
20230704:1430,0.0,51.59,14.49,48.8,16.95,0.55,0.0
20230704:1530,0.0,68.55,19.26,61.37,18.77,0.62,0.0
20230704:1630,0.0,58.95,16.56,71.11,19.99,0.69,0.0
20230704:1730,0.0,43.81,12.31,72.34,20.68,0.76,0.0
20230704:1830,0.0,92.45,25.97,63.83,20.57,0.41,0.0
20230704:1930,0.0,71.66,20.13,51.62,19.07,0.76,0.0
20230704:2030,0.0,61.09,17.16,38.29,18.91,0.41,0.0
20230704:2130,0.0,53.58,15.05,24.58,19.16,0.48,0.0
20230704:2230,0.0,16.16,4.54,10.77,17.79,0.83,0.0
20230704:2330,0.0,0.0,0.0,-2.99,16.71,0.48,0.0
20230705:0030,0.0,0.0,0.0,0.0,15.7,0.34,0.0
20230705:0130,0.0,0.0,0.0,0.0,15.32,0.41,0.0
20230705:0230,0.0,0.0,0.0,0.0,14.45,0.69,0.0
20230705:0330,0.0,0.0,0.0,0.0,14.23,0.69,0.0
20230705:0430,0.0,0.0,0.0,0.0,13.91,0.76,0.0
20230705:0530,0.0,0.0,0.0,0.0,13.81,0.69,0.0
20230705:0630,0.0,0.0,0.0,0.0,13.53,0.62,0.0
20230705:0730,0.0,0.0,0.0,0.0,13.82,0.69,0.0
20230705:0830,0.0,0.0,0.0,0.0,13.55,0.62,0.0
20230705:0930,0.0,0.0,0.0,0.0,13.59,0.55,0.0
20230705:1030,0.0,0.0,0.0,-5.99,13.57,0.55,0.0
20230705:1130,0.0,11.96,3.36,7.75,13.54,0.76,0.0
20230705:1230,0.0,35.19,9.88,21.57,14.12,0.97,0.0
20230705:1330,0.0,47.56,13.36,35.33,15.45,0.97,0.0
20230705:1430,0.0,59.61,16.74,48.79,17.21,0.76,0.0
20230705:1530,0.0,70.58,19.82,61.38,19.07,0.69,0.0
20230705:1630,0.0,58.72,16.49,71.16,20.02,0.83,0.0
20230705:1730,0.0,56.68,15.92,72.44,21.3,0.97,0.0
20230705:1830,0.0,43.29,12.16,63.92,21.78,0.9,0.0
20230705:1930,0.0,51.59,14.49,51.68,20.61,1.17,0.0
20230705:2030,0.0,45.78,12.86,38.34,19.68,0.55,0.0
20230705:2130,0.0,44.86,12.6,24.63,18.04,0.62,0.0
20230705:2230,0.0,13.23,3.72,10.81,17.34,0.83,0.0
20230705:2330,0.0,0.0,0.0,-2.96,16.58,0.21,0.0
20230706:0030,0.0,0.0,0.0,0.0,15.72,0.48,0.0
20230706:0130,0.0,0.0,0.0,0.0,14.57,0.48,0.0
20230706:0230,0.0,0.0,0.0,0.0,14.26,0.48,0.0
20230706:0330,0.0,0.0,0.0,0.0,13.59,0.55,0.0
20230706:0430,0.0,0.0,0.0,0.0,13.28,0.69,0.0
20230706:0530,0.0,0.0,0.0,0.0,12.76,0.69,0.0
20230706:0630,0.0,0.0,0.0,0.0,12.69,0.48,0.0
20230706:0730,0.0,0.0,0.0,0.0,13.19,0.48,0.0
20230706:0830,0.0,0.0,0.0,0.0,12.79,0.62,0.0
20230706:0930,0.0,0.0,0.0,0.0,12.31,0.69,0.0
20230706:1030,0.0,0.0,0.0,-6.04,11.9,0.76,0.0
20230706:1130,0.0,13.65,3.83,7.7,11.77,0.9,0.0
20230706:1230,0.0,44.64,12.54,21.53,13.63,1.03,0.0
20230706:1330,0.0,68.32,19.19,35.3,15.34,0.83,0.0
20230706:1430,0.0,71.65,20.12,48.78,16.81,0.83,0.0
20230706:1530,0.0,70.12,19.69,61.4,18.38,0.76,0.0
20230706:1630,0.0,77.2,21.69,71.23,19.84,0.83,0.0
20230706:1730,0.0,68.94,19.36,72.54,20.92,0.76,0.0
20230706:1830,0.0,83.66,23.5,64.01,20.42,0.9,0.0
20230706:1930,0.0,67.8,19.04,51.75,18.99,0.41,0.0
20230706:2030,0.0,60.59,17.02,38.4,18.74,0.14,0.0
20230706:2130,0.0,47.88,13.45,24.67,18.48,0.28,0.0
20230706:2230,0.0,19.62,5.51,10.84,17.63,0.41,0.0
20230706:2330,0.0,0.0,0.0,-2.94,16.08,0.34,0.0
20230707:0030,0.0,0.0,0.0,0.0,14.47,0.21,0.0
20230707:0130,0.0,0.0,0.0,0.0,14.35,0.21,0.0
20230707:0230,0.0,0.0,0.0,0.0,14.27,0.28,0.0
20230707:0330,0.0,0.0,0.0,0.0,13.82,0.28,0.0
20230707:0430,0.0,0.0,0.0,0.0,13.67,0.14,0.0
20230707:0530,0.0,0.0,0.0,0.0,13.35,0.07,0.0
20230707:0630,0.0,0.0,0.0,0.0,13.35,0.14,0.0
20230707:0730,0.0,0.0,0.0,0.0,13.37,0.34,0.0
20230707:0830,0.0,0.0,0.0,0.0,13.22,0.41,0.0
20230707:0930,0.0,0.0,0.0,0.0,13.16,0.34,0.0
20230707:1030,0.0,0.0,0.0,-6.1,13.07,0.48,0.0
20230707:1130,0.0,9.29,2.61,7.66,12.82,0.62,0.0
20230707:1230,0.0,35.71,10.03,21.5,13.66,0.83,0.0
20230707:1330,0.0,64.56,18.14,35.28,14.85,0.62,0.0
20230707:1430,0.0,71.4,20.06,48.77,16.69,0.34,0.0
20230707:1530,0.0,79.42,22.31,61.42,17.86,0.34,0.0
20230707:1630,0.0,95.16,26.73,71.3,18.65,0.62,0.0
20230707:1730,0.0,94.41,26.52,72.65,19.88,0.9,0.0
20230707:1830,0.0,88.54,24.87,64.1,20.05,1.1,0.0
20230707:1930,0.0,81.58,22.91,51.82,19.67,0.48,0.0
20230707:2030,0.0,76.1,21.37,38.46,19.39,0.34,0.0
20230707:2130,0.0,35.4,9.94,24.72,18.26,0.21,0.0
20230707:2230,0.0,20.27,5.7,10.88,16.86,0.34,0.0
20230707:2330,0.0,0.0,0.0,-2.91,16.16,0.07,0.0
20230708:0030,0.0,0.0,0.0,0.0,14.86,0.28,0.0
20230708:0130,0.0,0.0,0.0,0.0,14.03,0.48,0.0
20230708:0230,0.0,0.0,0.0,0.0,14.16,0.34,0.0
20230708:0330,0.0,0.0,0.0,0.0,13.91,0.21,0.0
20230708:0430,0.0,0.0,0.0,0.0,13.55,0.41,0.0
20230708:0530,0.0,0.0,0.0,0.0,13.73,0.34,0.0
20230708:0630,0.0,0.0,0.0,0.0,13.62,0.07,0.0
20230708:0730,0.0,0.0,0.0,0.0,13.59,0.48,0.0
20230708:0830,0.0,0.0,0.0,0.0,13.76,0.62,0.0
20230708:0930,0.0,0.0,0.0,0.0,13.78,0.62,0.0
20230708:1030,0.0,0.0,0.0,-6.15,13.29,0.69,0.0
20230708:1130,0.0,11.89,3.34,7.62,13.2,0.62,0.0
20230708:1230,0.0,31.35,8.81,21.47,14.04,0.69,0.0
20230708:1330,0.0,45.85,12.88,35.26,15.25,0.83,0.0
20230708:1430,0.0,56.53,15.88,48.77,17.25,0.69,0.0
20230708:1530,0.0,55.52,15.59,61.45,18.27,0.76,0.0
20230708:1630,0.0,66.82,18.77,71.38,19.67,0.76,0.0
20230708:1730,0.0,58.56,16.45,72.77,20.96,0.76,0.0
20230708:1830,0.0,60.61,17.02,64.19,21.85,0.83,0.0
20230708:1930,0.0,62.18,17.46,51.9,19.99,0.83,0.0
20230708:2030,0.0,56.8,15.96,38.51,19.33,0.69,0.0
20230708:2130,0.0,44.57,12.52,24.76,17.83,0.83,0.0
20230708:2230,0.0,16.52,4.64,10.91,17.16,0.76,0.0
20230708:2330,0.0,0.0,0.0,-2.89,16.77,0.69,0.0
20230709:0030,0.0,0.0,0.0,0.0,15.63,0.62,0.0
20230709:0130,0.0,0.0,0.0,0.0,15.01,0.55,0.0
20230709:0230,0.0,0.0,0.0,0.0,14.55,0.41,0.0
20230709:0330,0.0,0.0,0.0,0.0,13.62,0.48,0.0
20230709:0430,0.0,0.0,0.0,0.0,13.6,0.62,0.0
20230709:0530,0.0,0.0,0.0,0.0,13.69,0.48,0.0
20230709:0630,0.0,0.0,0.0,0.0,13.99,0.34,0.0
20230709:0730,0.0,0.0,0.0,0.0,12.96,0.97,0.0
20230709:0830,0.0,0.0,0.0,0.0,12.67,1.1,0.0
20230709:0930,0.0,0.0,0.0,0.0,12.71,1.38,0.0
20230709:1030,0.0,0.0,0.0,-6.21,12.27,1.31,0.0
20230709:1130,0.0,14.19,3.98,7.57,11.99,1.1,0.0
20230709:1230,0.0,35.53,9.98,21.44,13.08,1.03,0.0
20230709:1330,0.0,36.85,10.35,35.24,14.71,0.83,0.0
20230709:1430,0.0,36.56,10.27,48.77,16.91,0.76,0.0
20230709:1530,0.0,37.2,10.45,61.48,18.86,0.9,0.0
20230709:1630,0.0,44.43,12.48,71.46,20.67,1.52,0.0
20230709:1730,0.0,35.26,9.91,72.89,21.49,1.66,0.0
20230709:1830,0.0,41.47,11.65,64.29,22.19,1.79,0.0
20230709:1930,0.0,42.13,11.83,51.97,21.16,1.52,0.0
20230709:2030,0.0,45.59,12.81,38.57,20.72,1.24,0.0
20230709:2130,0.0,27.09,7.61,24.8,19.8,1.1,0.0
20230709:2230,0.0,15.88,4.46,10.94,19.11,1.1,0.0
20230709:2330,0.0,0.0,0.0,-2.87,18.04,1.17,0.0
20230710:0030,0.0,0.0,0.0,0.0,16.93,1.17,0.0
20230710:0130,0.0,0.0,0.0,0.0,15.66,1.24,0.0
20230710:0230,0.0,0.0,0.0,0.0,14.77,1.38,0.0
20230710:0330,0.0,0.0,0.0,0.0,14.06,1.17,0.0
20230710:0430,0.0,0.0,0.0,0.0,13.72,1.1,0.0
20230710:0530,0.0,0.0,0.0,0.0,13.17,1.1,0.0
20230710:0630,0.0,0.0,0.0,0.0,12.69,1.17,0.0
20230710:0730,0.0,0.0,0.0,0.0,12.02,1.17,0.0
20230710:0830,0.0,0.0,0.0,0.0,11.45,1.17,0.0
20230710:0930,0.0,0.0,0.0,0.0,10.9,1.17,0.0
20230710:1030,0.0,0.0,0.0,-6.26,10.64,1.17,0.0
20230710:1130,0.0,10.79,3.03,7.53,10.43,1.1,0.0
20230710:1230,0.0,26.93,7.57,21.41,12.33,0.76,0.0
20230710:1330,0.0,31.01,8.71,35.23,15.76,0.9,0.0
20230710:1430,0.0,33.34,9.37,48.77,18.05,0.83,0.0
20230710:1530,0.0,32.73,9.19,61.51,20.06,0.9,0.0
20230710:1630,0.0,36.17,10.16,71.55,21.48,1.24,0.0
20230710:1730,0.0,36.29,10.19,73.01,22.48,1.59,0.0
20230710:1830,0.0,62.91,17.67,64.39,23.08,1.66,0.0
20230710:1930,0.0,69.6,19.55,52.04,21.8,1.45,0.0
20230710:2030,0.0,50.68,14.24,38.62,20.85,1.17,0.0
20230710:2130,0.0,38.02,10.68,24.85,20.4,0.76,0.0
20230710:2230,0.0,21.68,6.09,10.97,19.28,0.76,0.0
20230710:2330,0.0,0.0,0.0,-2.86,18.16,0.76,0.0
20230711:0030,0.0,0.0,0.0,0.0,17.18,0.55,0.0
20230711:0130,0.0,0.0,0.0,0.0,16.37,0.76,0.0
20230711:0230,0.0,0.0,0.0,0.0,15.71,0.97,0.0
20230711:0330,0.0,0.0,0.0,0.0,15.21,1.17,0.0
20230711:0430,0.0,0.0,0.0,0.0,14.69,1.17,0.0
20230711:0530,0.0,0.0,0.0,0.0,14.15,1.1,0.0
20230711:0630,0.0,0.0,0.0,0.0,13.58,1.03,0.0
20230711:0730,0.0,0.0,0.0,0.0,12.99,1.03,0.0
20230711:0830,0.0,0.0,0.0,0.0,12.45,1.1,0.0
20230711:0930,0.0,0.0,0.0,0.0,12.06,1.03,0.0
20230711:1030,0.0,0.0,0.0,-6.31,11.77,1.03,0.0
20230711:1130,0.0,16.0,4.5,7.49,11.77,1.1,0.0
20230711:1230,0.0,48.7,13.68,21.38,13.06,0.97,0.0
20230711:1330,0.0,67.28,18.9,35.21,15.5,0.97,0.0
20230711:1430,0.0,66.96,18.81,48.78,17.61,0.97,0.0
20230711:1530,0.0,80.05,22.49,61.55,19.32,0.97,0.0
20230711:1630,0.0,91.07,25.58,71.64,20.98,1.03,0.0
20230711:1730,0.0,89.86,25.24,73.14,21.62,0.97,0.0
20230711:1830,0.0,46.53,13.07,64.49,22.33,0.97,0.0
20230711:1930,0.0,36.78,10.33,52.12,21.77,1.03,0.0
20230711:2030,0.0,32.75,9.2,38.68,21.47,0.9,0.0
20230711:2130,0.0,29.23,8.21,24.89,21.02,0.97,0.0
20230711:2230,0.0,19.22,5.4,11.0,19.73,1.03,0.0
20230711:2330,0.0,0.0,0.0,-2.84,18.2,1.31,0.0
20230712:0030,0.0,0.0,0.0,0.0,17.16,1.17,0.0
20230712:0130,0.0,0.0,0.0,0.0,16.04,0.9,0.0
20230712:0230,0.0,0.0,0.0,0.0,15.19,0.9,0.0
20230712:0330,0.0,0.0,0.0,0.0,14.49,0.97,0.0
20230712:0430,0.0,0.0,0.0,0.0,13.9,1.03,0.0
20230712:0530,0.0,0.0,0.0,0.0,13.37,1.1,0.0
20230712:0630,0.0,0.0,0.0,0.0,12.96,1.1,0.0
20230712:0730,0.0,0.0,0.0,0.0,13.05,1.03,0.0
20230712:0830,0.0,0.0,0.0,0.0,12.83,0.97,0.0
20230712:0930,0.0,0.0,0.0,0.0,12.52,0.83,0.0
20230712:1030,0.0,0.0,0.0,-6.36,12.07,0.9,0.0
20230712:1130,0.0,14.52,4.08,7.45,12.09,0.97,0.0
20230712:1230,0.0,41.63,11.69,21.35,13.29,1.03,0.0
20230712:1330,0.0,40.07,11.26,35.2,15.31,0.76,0.0
20230712:1430,0.0,40.82,11.47,48.79,17.96,0.76,0.0
20230712:1530,0.0,39.18,11.01,61.59,19.86,0.9,0.0
20230712:1630,0.0,43.86,12.32,71.74,21.15,1.31,0.0
20230712:1730,0.0,51.14,14.36,73.28,21.83,1.59,0.0
20230712:1830,0.0,69.23,19.44,64.59,22.39,1.52,0.0
20230712:1930,0.0,59.61,16.74,52.19,21.94,1.52,0.0
20230712:2030,0.0,42.6,11.97,38.73,20.85,1.31,0.0
20230712:2130,0.0,37.29,10.47,24.92,20.25,1.38,0.0
20230712:2230,0.0,17.0,4.77,11.02,19.44,1.03,0.0
20230712:2330,0.0,0.0,0.0,-2.83,18.32,0.9,0.0
20230713:0030,0.0,0.0,0.0,0.0,17.19,0.97,0.0
20230713:0130,0.0,0.0,0.0,0.0,16.02,1.03,0.0
20230713:0230,0.0,0.0,0.0,0.0,15.15,1.03,0.0
20230713:0330,0.0,0.0,0.0,0.0,14.42,1.1,0.0
20230713:0430,0.0,0.0,0.0,0.0,13.75,1.1,0.0
20230713:0530,0.0,0.0,0.0,0.0,13.22,1.1,0.0
20230713:0630,0.0,0.0,0.0,0.0,12.71,1.03,0.0
20230713:0730,0.0,0.0,0.0,0.0,12.43,1.17,0.0
20230713:0830,0.0,0.0,0.0,0.0,11.79,1.24,0.0
20230713:0930,0.0,0.0,0.0,0.0,11.35,1.31,0.0
20230713:1030,0.0,0.0,0.0,-6.42,11.24,1.24,0.0
20230713:1130,0.0,11.77,3.3,7.41,11.19,1.17,0.0
20230713:1230,0.0,31.65,8.89,21.33,12.13,0.9,0.0
20230713:1330,0.0,35.69,10.02,35.19,15.68,0.9,0.0
20230713:1430,0.0,46.55,13.07,48.8,17.64,0.76,0.0
20230713:1530,0.0,39.98,11.23,61.63,19.58,0.83,0.0
20230713:1630,0.0,48.75,13.69,71.84,21.13,1.1,0.0
20230713:1730,0.0,49.36,13.86,73.42,21.89,1.38,0.0
20230713:1830,0.0,49.24,13.83,64.7,22.77,1.45,0.0
20230713:1930,0.0,61.86,17.37,52.26,23.17,1.31,0.0
20230713:2030,0.0,52.69,14.8,38.79,22.85,1.45,0.0
20230713:2130,0.0,50.84,14.28,24.96,21.81,1.17,0.0
20230713:2230,0.0,25.86,7.27,11.05,20.06,0.76,0.0
20230713:2330,0.0,0.0,0.0,-2.82,19.04,0.69,0.0
20230714:0030,0.0,0.0,0.0,0.0,17.44,0.83,0.0
20230714:0130,0.0,0.0,0.0,0.0,16.44,0.9,0.0
20230714:0230,0.0,0.0,0.0,0.0,15.2,0.97,0.0
20230714:0330,0.0,0.0,0.0,0.0,14.27,1.1,0.0
20230714:0430,0.0,0.0,0.0,0.0,13.5,1.17,0.0
20230714:0530,0.0,0.0,0.0,0.0,12.77,1.1,0.0
20230714:0630,0.0,0.0,0.0,0.0,12.33,0.9,0.0
20230714:0730,0.0,0.0,0.0,0.0,12.1,1.03,0.0
20230714:0830,0.0,0.0,0.0,0.0,11.77,1.03,0.0
20230714:0930,0.0,0.0,0.0,0.0,11.73,1.17,0.0
20230714:1030,0.0,0.0,0.0,0.0,11.54,1.17,0.0
20230714:1130,0.0,11.13,3.12,7.38,11.7,1.1,0.0
